ID	Length	WT_03.Aligned.sortedByCoord.out	WT_04.Aligned.sortedByCoord.out	WT_05.Aligned.sortedByCoord.out	WT_08.Aligned.sortedByCoord.out	WT_09.Aligned.sortedByCoord.out	WT_10.Aligned.sortedByCoord.out	WT_13.Aligned.sortedByCoord.out	WT_14.Aligned.sortedByCoord.out	WT_15.Aligned.sortedByCoord.out	WT_18.Aligned.sortedByCoord.out	WT_19.Aligned.sortedByCoord.out	WT_20.Aligned.sortedByCoord.out	WT_23.Aligned.sortedByCoord.out	WT_24.Aligned.sortedByCoord.out	WT_25.Aligned.sortedByCoord.out	dBGLF5_02.Aligned.sortedByCoord.out	dBGLF5_03.Aligned.sortedByCoord.out	dBGLF5_04.Aligned.sortedByCoord.out	dBGLF5_06.Aligned.sortedByCoord.out	dBGLF5_07.Aligned.sortedByCoord.out	dBGLF5_08.Aligned.sortedByCoord.out	dBGLF5_10.Aligned.sortedByCoord.out	dBGLF5_11.Aligned.sortedByCoord.out	dBGLF5_12.Aligned.sortedByCoord.out
ENSG00000235652.11	3999	0.05	0.35	0.07	0.08	0.19	0.04	0.02	0.24	0.03	0.02	0.33	0.04	0.09	0.27	0.05	0.04	0.09	0.05	0.01	0.18	0.13	0.01	0.25	0.2
ENSG00000096080.12	9499	0.11	0.53	0.28	0.06	0.47	0.15	0.12	0.4	0.22	0.16	1.12	0.36	0.14	0.83	0.33	0.08	0.89	0.36	0.1	0.86	0.39	0.13	1.22	0.5
ENSG00000160049.12	7499	0.9	0.48	0.2	0.44	0.46	0.08	0.46	0.48	0.03	0.4	0.36	0.11	0.31	0.31	0.21	0.34	0.31	0.19	0.31	0.23	0.18	0.48	0.46	0.17
ENSG00000028137.19	6999	0.02	0.58	0.36	0.03	0.51	0.19	0.06	0.52	0.1	0.1	1.16	0.5	0.13	0.96	0.62	0.04	0.32	0.07	0.03	0.28	0.11	0.04	0.51	0.19
ENSG00000272599.2	18999	0.46	0.29	0.09	0.31	0.28	0.09	0.3	0.18	0.07	0.41	0.26	0.1	0.53	0.38	0.08	0.33	0.44	0.23	0.3	0.44	0.27	0.45	0.56	0.35
ENSG00000286316.1	6999	0.0	0.42	0.15	0.03	0.29	0.13	0.04	0.43	0.13	0.0	0.36	0.12	0.01	0.5	0.05	0.0	0.43	0.32	0.04	0.43	0.25	0.02	0.46	0.28
ENSG00000111725.11	4499	0.0	0.29	0.21	0.04	0.19	0.13	0.02	0.28	0.18	0.04	0.3	0.2	0.02	0.32	0.08	0.06	1.11	0.47	0.02	0.96	0.51	0.04	1.15	0.52
ENSG00000141568.21	17994	0.03	3.2	0.67	0.01	2.31	0.24	0.05	2.69	0.29	0.02	3.77	0.39	0.05	3.39	0.35	0.06	1.42	0.14	0.07	1.33	0.18	0.12	1.53	0.3
ENSG00000275052.5	19999	0.51	0.85	0.07	0.39	0.75	0.09	0.27	0.77	0.07	0.48	1.06	0.07	0.69	1.37	0.09	0.35	0.59	0.12	0.36	0.46	0.1	0.58	0.72	0.27
ENSG00000147010.19	3999	0.23	0.03	0.06	0.13	0.03	0.04	0.13	0.03	0.02	0.35	0.03	0.1	0.25	0.07	0.09	0.22	0.03	0.01	0.23	0.06	0.02	0.26	0.03	0.08
ENSG00000250685.7	4499	0.0	0.37	0.01	0.01	0.28	0.03	0.0	0.34	0.04	0.03	1.17	0.04	0.01	1.19	0.14	0.02	0.65	0.12	0.01	0.73	0.25	0.04	0.65	0.27
ENSG00000072840.13	17999	7.84	1.86	0.38	3.18	0.89	0.21	2.49	0.76	0.15	0.03	0.08	0.03	0.01	0.15	0.05	0.13	0.06	0.01	0.64	0.16	0.04	1.08	0.27	0.16
ENSG00000100297.16	19999	0.1	1.55	0.18	0.11	0.7	0.07	0.1	0.48	0.08	0.16	0.76	0.06	0.21	0.81	0.06	0.12	0.74	0.15	0.1	0.55	0.14	0.2	0.76	0.29
ENSG00000169067.4	3999	0.0	0.22	0.03	0.0	0.12	0.09	0.0	0.09	0.05	0.0	0.18	0.06	0.01	0.24	0.07	0.0	0.42	0.05	0.0	0.3	0.16	0.0	0.28	0.11
ENSG00000012048.25	6999	0.18	0.31	0.43	0.07	0.46	0.11	0.08	0.34	0.11	0.14	0.22	0.12	0.26	0.24	0.28	0.1	0.07	0.08	0.13	0.1	0.13	0.15	0.18	0.11
ENSG00000260646.1	5499	0.03	1.24	0.12	0.0	0.86	0.07	0.02	0.57	0.06	0.02	0.58	0.03	0.0	0.75	0.06	0.0	0.26	0.02	0.0	0.15	0.05	0.0	0.21	0.06
ENSG00000137804.14	23499	0.11	0.53	0.47	0.08	0.48	0.1	0.1	0.4	0.13	0.1	0.56	0.47	0.15	0.68	0.55	0.13	1.42	0.39	0.08	1.19	0.29	0.1	1.44	0.49
ENSG00000160229.13	6999	1.97	0.31	0.1	1.26	0.18	0.01	0.63	0.14	0.09	1.17	0.16	0.08	1.49	0.23	0.08	1.13	0.16	0.18	0.75	0.23	0.22	1.23	0.41	0.37
ENSG00000230385.1	5499	0.03	0.47	0.18	0.04	0.38	0.09	0.0	0.36	0.16	0.0	0.17	0.12	0.02	0.32	0.12	0.02	0.09	0.02	0.02	0.12	0.02	0.01	0.22	0.07
ENSG00000286364.1	11499	0.13	1.14	0.55	0.07	0.87	0.47	0.05	0.82	0.74	0.04	0.74	0.51	0.05	0.78	0.46	0.07	0.65	1.52	0.08	0.46	0.99	0.08	0.67	0.94
ENSG00000273983.2	6999	0.33	0.62	0.51	0.28	0.46	0.5	0.29	0.56	0.5	0.31	0.52	0.78	0.38	0.62	0.66	0.2	0.3	0.41	0.13	0.35	0.43	0.15	0.24	0.23
ENSG00000143256.5	3999	0.05	0.18	0.2	0.04	0.2	0.0	0.05	0.2	0.01	0.01	0.24	0.15	0.04	0.26	0.26	0.05	0.15	0.07	0.0	0.08	0.02	0.01	0.32	0.06
ENSG00000291132.1	3999	0.24	0.33	0.32	0.26	0.42	0.12	0.3	0.56	0.1	0.27	0.23	0.13	0.31	0.2	0.09	0.28	0.13	0.0	0.34	0.18	0.03	0.27	0.22	0.06
ENSG00000161664.7	16844	1.51	8.47	1.39	1.22	6.79	0.99	1.24	4.53	1.03	1.67	5.36	0.85	1.68	5.23	1.0	1.37	1.49	0.46	1.41	1.29	0.46	1.69	1.87	0.75
ENSG00000053501.14	4499	0.15	0.28	0.13	0.12	0.35	0.1	0.06	0.24	0.05	0.15	0.2	0.14	0.14	0.24	0.28	0.1	0.39	0.26	0.08	0.32	0.22	0.1	0.36	0.2
ENSG00000258556.1	3999	0.01	0.28	0.11	0.1	0.23	0.19	0.1	0.3	0.08	0.06	0.17	0.06	0.04	0.42	0.04	0.11	0.48	0.21	0.11	0.22	0.22	0.01	0.24	0.21
ENSG00000221978.13	22480	1.46	2.65	0.44	1.97	2.24	0.37	1.55	1.31	0.31	1.92	2.44	0.5	1.45	2.23	0.4	1.95	1.96	0.38	1.84	1.87	0.52	1.9	2.26	0.65
ENSG00000286399.1	6999	0.0	0.46	0.14	0.04	0.64	0.11	0.01	0.62	0.19	0.0	0.29	0.07	0.0	0.35	0.15	0.01	0.36	0.14	0.01	0.39	0.17	0.01	0.52	0.18
ENSG00000111666.11	6499	0.09	0.13	0.06	0.13	0.11	0.02	0.07	0.1	0.05	0.22	0.11	0.03	0.36	0.09	0.0	0.25	0.14	0.13	0.16	0.15	0.14	0.47	0.15	0.17
ENSG00000198015.14	3999	0.01	0.37	0.34	0.0	0.23	0.19	0.03	0.44	0.15	0.05	0.53	0.15	0.02	0.41	0.3	0.04	0.42	0.25	0.02	0.22	0.12	0.01	0.25	0.14
ENSG00000134253.10	4499	0.07	0.24	0.37	0.04	0.38	0.3	0.02	0.31	0.17	0.03	0.15	0.19	0.03	0.08	0.12	0.01	0.15	0.38	0.01	0.18	0.18	0.02	0.17	0.36
ENSG00000067066.17	16499	0.03	2.77	1.46	0.02	2.28	0.33	0.0	1.91	0.3	0.01	2.06	0.85	0.02	2.25	0.89	0.02	1.08	0.4	0.03	0.72	0.34	0.01	1.16	0.47
ENSG00000257067.6	3999	0.53	0.64	0.1	0.47	0.58	0.04	0.47	0.6	0.08	0.01	0.22	0.02	0.02	0.11	0.03	0.01	0.12	0.11	0.01	0.1	0.09	0.03	0.1	0.2
ENSG00000293077.1	8999	0.01	0.45	0.33	0.0	0.34	0.26	0.02	0.39	0.23	0.01	0.26	0.22	0.02	0.46	0.22	0.06	0.3	0.7	0.01	0.25	0.68	0.03	0.3	0.54
ENSG00000106665.16	8499	0.59	0.89	0.55	0.16	0.65	0.12	0.13	0.51	0.11	0.16	0.53	0.23	0.18	0.51	0.42	0.2	0.44	0.12	0.23	0.44	0.13	0.27	0.64	0.33
ENSG00000116649.10	10499	0.04	1.44	0.38	0.05	0.8	0.23	0.05	0.64	0.19	0.1	1.06	0.3	0.08	1.02	0.31	0.03	2.03	0.5	0.03	1.59	0.75	0.05	2.39	0.89
ENSG00000177673.4	19499	0.03	1.39	0.31	0.07	1.42	0.28	0.07	1.0	0.25	0.03	0.68	0.15	0.02	0.66	0.18	0.05	0.6	0.18	0.02	0.54	0.31	0.03	0.73	0.44
ENSG00000135250.17	14999	0.17	0.97	0.46	0.18	0.99	0.43	0.11	0.97	0.43	0.19	1.31	0.3	0.2	1.45	0.36	0.1	0.9	0.27	0.2	0.52	0.24	0.27	0.93	0.39
ENSG00000248539.1	3999	0.0	0.43	0.04	0.0	0.2	0.08	0.0	0.26	0.06	0.0	0.39	0.05	0.0	0.39	0.05	0.0	0.06	0.14	0.0	0.11	0.06	0.0	0.08	0.13
ENSG00000108344.15	12499	0.01	0.5	0.2	0.02	0.37	0.09	0.02	0.51	0.15	0.02	0.44	0.13	0.02	0.66	0.16	0.01	0.29	0.13	0.01	0.24	0.16	0.0	0.32	0.17
ENSG00000125458.7	4499	0.05	0.78	0.42	0.05	0.92	0.17	0.08	0.75	0.19	0.12	1.05	0.46	0.06	1.33	0.45	0.08	0.27	0.08	0.16	0.19	0.11	0.02	0.35	0.12
ENSG00000240666.2	4499	0.0	0.05	0.05	0.0	0.06	0.1	0.0	0.01	0.07	0.0	0.02	0.03	0.0	0.01	0.07	0.0	0.07	0.62	0.0	0.18	0.42	0.0	0.12	0.51
ENSG00000253824.2	6499	0.01	0.93	0.35	0.02	0.97	0.24	0.05	0.97	0.41	0.01	0.47	0.21	0.0	0.64	0.2	0.05	0.54	0.25	0.03	0.48	0.19	0.0	0.51	0.25
ENSG00000204160.12	5499	0.04	1.78	0.41	0.07	1.32	0.27	0.02	1.47	0.27	0.05	1.28	0.14	0.1	1.35	0.13	0.1	0.78	0.12	0.04	0.51	0.09	0.15	0.58	0.29
ENSG00000160679.14	10999	0.02	0.95	0.14	0.02	0.79	0.15	0.04	0.55	0.11	0.06	1.05	0.25	0.05	1.1	0.25	0.05	1.41	0.3	0.05	1.34	0.36	0.09	1.9	0.56
ENSG00000252026.1	17499	0.06	1.51	0.24	0.06	0.98	0.26	0.13	1.24	0.32	0.06	2.18	0.46	0.06	2.1	0.48	0.05	1.18	0.23	0.06	1.1	0.29	0.11	1.28	0.42
ENSG00000126767.18	6499	0.7	4.06	1.11	0.41	2.24	0.48	0.44	1.58	0.37	0.52	2.25	0.61	0.43	2.45	0.51	0.23	1.18	0.32	0.44	0.98	0.4	0.66	1.48	0.55
ENSG00000175003.15	9999	0.06	0.29	0.15	0.11	0.25	0.13	0.05	0.27	0.13	0.07	0.78	0.11	0.05	0.74	0.18	0.09	0.66	0.15	0.06	0.62	0.16	0.04	0.82	0.15
ENSG00000199377.1	3999	0.01	0.45	0.14	0.01	0.45	0.24	0.06	0.38	0.12	0.01	0.52	0.27	0.03	0.41	0.16	0.02	0.48	0.13	0.02	0.41	0.23	0.0	0.4	0.18
ENSG00000160193.12	8999	0.93	0.53	0.11	0.51	0.36	0.04	0.41	0.2	0.04	0.74	0.36	0.04	0.63	0.42	0.11	0.4	0.23	0.04	0.33	0.16	0.04	0.79	0.41	0.1
ENSG00000134697.13	6999	0.03	0.2	0.1	0.03	0.25	0.03	0.04	0.13	0.09	0.08	0.23	0.02	0.03	0.24	0.03	0.01	0.58	0.25	0.04	0.31	0.2	0.0	0.39	0.25
ENSG00000269910.1	8999	0.06	1.2	0.25	0.02	0.96	0.12	0.02	0.58	0.09	0.05	0.71	0.13	0.04	0.66	0.12	0.02	0.39	0.1	0.03	0.23	0.07	0.04	0.38	0.16
ENSG00000167491.18	3999	0.04	0.42	0.14	0.04	0.19	0.02	0.03	0.13	0.05	0.06	0.33	0.09	0.03	0.37	0.06	0.06	0.13	0.04	0.0	0.18	0.01	0.05	0.18	0.05
ENSG00000117724.15	5499	0.5	0.07	0.19	0.31	0.09	0.01	0.26	0.11	0.01	0.16	0.08	0.27	0.26	0.08	0.58	0.16	0.14	0.02	0.18	0.11	0.07	0.19	0.04	0.11
ENSG00000168924.15	3999	0.01	0.33	0.2	0.0	0.24	0.08	0.02	0.11	0.05	0.02	0.48	0.19	0.0	0.28	0.17	0.0	0.17	0.0	0.05	0.15	0.01	0.04	0.35	0.03
ENSG00000100280.17	11999	0.19	0.64	0.21	0.19	0.56	0.15	0.13	0.57	0.17	0.08	0.77	0.17	0.11	0.82	0.18	0.16	0.52	0.17	0.11	0.48	0.25	0.25	0.59	0.26
ENSG00000216708.1	4999	0.0	0.16	0.07	0.0	0.25	0.12	0.0	0.38	0.25	0.0	0.48	0.15	0.0	0.47	0.06	0.0	0.91	0.52	0.03	0.76	0.34	0.01	0.77	0.58
ENSG00000213799.13	7999	0.05	1.09	0.35	0.04	0.88	0.16	0.02	1.42	0.26	0.02	1.77	0.45	0.02	2.08	0.43	0.09	0.9	0.22	0.01	0.57	0.2	0.0	0.85	0.24
ENSG00000259092.1	7499	0.05	0.23	0.27	0.01	0.21	0.31	0.04	0.33	0.32	0.02	0.05	0.11	0.02	0.18	0.24	0.06	0.38	1.27	0.11	0.26	0.73	0.17	0.22	0.47
ENSG00000273595.1	10999	0.01	0.78	0.16	0.0	0.54	0.05	0.0	0.7	0.1	0.0	0.57	0.12	0.01	0.8	0.12	0.01	0.33	0.09	0.03	0.27	0.15	0.03	0.39	0.16
ENSG00000259357.2	6499	0.08	0.38	0.14	0.07	0.48	0.17	0.03	0.35	0.2	0.13	0.53	0.16	0.11	0.71	0.17	0.05	0.68	0.16	0.04	0.35	0.2	0.05	0.65	0.25
ENSG00000171659.16	13999	0.05	1.72	0.58	0.02	1.41	0.25	0.02	1.33	0.3	0.01	0.64	0.29	0.0	0.62	0.23	0.01	0.87	0.38	0.01	0.6	0.27	0.02	0.8	0.46
ENSG00000138166.6	4499	0.38	0.12	0.17	0.33	0.11	0.02	0.21	0.12	0.07	0.41	0.18	0.26	0.32	0.31	0.5	0.19	0.01	0.02	0.27	0.08	0.02	0.28	0.06	0.02
ENSG00000050730.16	4999	0.14	0.46	0.54	0.28	0.39	0.24	0.35	0.46	0.35	0.01	0.2	0.18	0.06	0.08	0.16	0.45	0.57	0.66	0.35	0.4	0.59	0.56	0.58	0.38
ENSG00000179832.18	6499	0.31	1.11	0.26	0.23	1.11	0.17	0.16	0.67	0.09	0.29	0.94	0.2	0.26	0.72	0.15	0.16	0.45	0.04	0.2	0.39	0.07	0.89	0.8	0.26
ENSG00000258938.1	4499	0.57	0.34	0.26	0.22	0.31	0.15	0.1	0.21	0.17	0.08	0.12	0.23	0.07	0.12	0.13	0.13	0.35	1.15	0.06	0.36	0.42	0.08	0.13	0.63
ENSG00000265565.1	5999	0.23	0.84	0.37	0.16	0.59	0.23	0.06	0.46	0.13	0.13	0.65	0.37	0.19	0.8	0.32	0.06	0.63	0.41	0.05	0.48	0.22	0.09	0.66	0.32
ENSG00000197713.15	39999	1.35	0.54	0.08	0.99	0.42	0.12	0.66	0.35	0.07	0.92	0.57	0.06	1.37	0.65	0.08	0.87	0.37	0.16	1.01	0.37	0.24	1.55	0.65	0.3
ENSG00000145022.5	40499	0.07	1.74	0.2	0.08	0.99	0.13	0.13	0.91	0.15	0.09	1.39	0.09	0.08	1.31	0.1	0.09	0.88	0.29	0.05	0.77	0.47	0.1	1.2	0.51
ENSG00000184277.13	5499	0.01	0.3	0.12	0.0	0.22	0.04	0.0	0.28	0.05	0.06	0.53	0.31	0.02	0.54	0.35	0.03	0.79	0.25	0.04	0.55	0.31	0.02	0.8	0.47
ENSG00000164180.14	3999	0.69	0.16	0.02	0.51	0.29	0.1	0.52	0.32	0.11	0.82	0.42	0.02	1.06	0.37	0.04	0.67	0.21	0.01	0.87	0.1	0.07	0.99	0.33	0.08
ENSG00000116459.11	15999	0.39	1.04	0.31	0.36	1.14	0.34	0.44	0.95	0.36	0.38	1.22	0.22	0.37	1.28	0.19	0.3	1.07	0.54	0.26	0.78	0.52	0.23	0.91	0.62
ENSG00000168397.17	10999	0.27	0.38	0.04	0.17	0.21	0.07	0.09	0.18	0.05	0.21	0.49	0.1	0.19	0.41	0.04	0.11	0.3	0.06	0.15	0.4	0.11	0.26	0.44	0.12
ENSG00000273802.3	17499	0.52	1.24	0.45	0.35	0.6	0.22	0.23	0.75	0.28	0.61	2.02	0.52	0.54	2.1	0.59	0.27	0.54	0.28	0.32	0.49	0.33	0.27	0.43	0.26
ENSG00000163932.16	16141	0.19	0.53	0.07	0.15	0.45	0.05	0.19	0.3	0.04	0.28	0.72	0.11	0.28	0.61	0.11	0.22	0.65	0.12	0.16	0.46	0.21	0.39	0.77	0.29
ENSG00000123268.9	12499	0.07	4.78	1.37	0.01	3.61	0.85	0.05	3.82	0.76	0.03	5.47	1.05	0.04	6.05	0.98	0.09	4.76	1.0	0.06	3.99	0.87	0.06	4.57	1.57
ENSG00000164050.13	6999	0.14	1.43	0.73	0.07	0.79	0.27	0.03	0.73	0.25	0.04	0.43	0.18	0.03	0.54	0.22	0.01	0.5	0.12	0.01	0.46	0.11	0.06	0.46	0.35
ENSG00000068001.14	15999	0.05	1.79	0.18	0.04	1.05	0.12	0.03	0.52	0.09	0.04	0.75	0.08	0.04	0.71	0.06	0.03	0.39	0.13	0.02	0.25	0.16	0.05	0.47	0.21
ENSG00000073536.18	4999	0.19	0.38	0.05	0.19	0.22	0.12	0.1	0.17	0.12	0.24	0.24	0.08	0.13	0.19	0.06	0.12	0.64	0.22	0.19	0.42	0.24	0.23	0.5	0.22
ENSG00000274403.1	3999	0.02	0.12	0.01	0.02	0.06	0.05	0.06	0.17	0.0	0.16	0.14	0.04	0.16	0.09	0.03	0.13	0.04	0.05	0.09	0.06	0.06	0.28	0.16	0.08
ENSG00000257056.3	4999	0.18	0.43	0.18	0.13	0.63	0.15	0.17	0.35	0.16	0.01	0.24	0.06	0.0	0.08	0.11	0.13	0.18	0.36	0.14	0.32	0.27	0.15	0.29	0.3
ENSG00000217702.3	7999	0.01	0.86	0.23	0.01	0.86	0.28	0.02	0.43	0.16	0.03	0.43	0.1	0.01	0.5	0.06	0.01	0.85	0.38	0.02	0.51	0.22	0.01	0.77	0.44
ENSG00000242539.2	17252	0.53	0.59	0.08	0.4	0.46	0.1	0.21	0.44	0.07	0.38	0.63	0.11	0.65	0.85	0.12	0.35	0.83	0.28	0.32	0.64	0.28	0.41	1.0	0.52
ENSG00000180346.5	7999	0.49	0.36	0.14	0.27	0.35	0.05	0.29	0.36	0.08	0.21	0.24	0.14	0.12	0.22	0.11	0.2	0.14	0.03	0.12	0.08	0.06	0.17	0.11	0.08
ENSG00000188725.8	8499	0.93	0.37	0.16	0.95	0.39	0.07	1.02	0.58	0.18	1.08	0.58	0.19	1.17	1.01	0.14	1.18	0.69	0.32	1.07	0.73	0.38	1.0	0.84	0.36
ENSG00000286000.1	3999	0.0	0.34	0.1	0.0	0.23	0.07	0.0	0.32	0.08	0.0	0.41	0.03	0.0	0.45	0.07	0.02	0.23	0.09	0.0	0.15	0.04	0.01	0.23	0.12
ENSG00000092931.12	8499	0.37	1.97	0.53	0.34	1.02	0.19	0.24	1.09	0.23	0.28	1.63	0.28	0.32	1.73	0.18	0.35	1.41	0.54	0.35	1.35	0.48	0.46	1.57	0.89
ENSG00000180992.7	10999	0.33	0.43	0.08	0.18	0.19	0.04	0.32	0.29	0.02	0.46	0.31	0.12	0.41	0.43	0.11	0.17	0.28	0.09	0.13	0.3	0.09	0.29	0.39	0.13
ENSG00000081189.17	3999	0.31	0.06	0.06	0.16	0.09	0.02	0.12	0.09	0.03	0.46	0.09	0.02	0.62	0.16	0.07	0.52	0.04	0.11	0.35	0.06	0.03	0.45	0.21	0.07
ENSG00000167658.16	4999	0.05	0.5	1.34	0.06	0.35	0.04	0.05	0.44	0.04	0.14	0.62	1.62	0.15	0.75	2.38	0.04	0.97	0.1	0.08	0.85	0.2	0.16	1.03	0.35
ENSG00000163528.13	5499	0.03	0.36	0.52	0.04	0.4	0.08	0.0	0.58	0.12	0.0	0.75	0.75	0.0	0.76	0.71	0.01	0.47	0.11	0.02	0.51	0.17	0.0	0.47	0.09
ENSG00000132205.11	4499	0.09	0.17	0.09	0.07	0.13	0.05	0.06	0.31	0.04	0.08	0.37	0.11	0.06	0.38	0.06	0.0	0.12	0.1	0.04	0.15	0.07	0.02	0.26	0.07
ENSG00000226779.1	21499	8.51	0.63	0.25	5.61	0.39	0.14	4.75	0.35	0.19	0.67	0.13	0.07	1.15	0.16	0.04	2.75	0.25	0.15	3.88	0.5	0.21	6.19	1.03	0.65
ENSG00000143337.19	5999	0.21	0.33	0.14	0.24	0.18	0.07	0.29	0.43	0.07	0.26	0.39	0.17	0.26	0.48	0.23	0.3	0.25	0.07	0.35	0.32	0.12	0.22	0.33	0.16
ENSG00000273454.1	6999	0.07	0.29	0.25	0.06	0.2	0.13	0.02	0.47	0.21	0.11	0.41	0.08	0.08	0.29	0.07	0.11	0.22	0.07	0.1	0.19	0.05	0.08	0.34	0.09
ENSG00000225611.3	5499	0.0	0.59	0.07	0.05	0.39	0.05	0.0	0.72	0.09	0.01	1.34	0.08	0.01	1.61	0.12	0.07	0.8	0.08	0.11	0.87	0.09	0.1	1.01	0.16
ENSG00000239300.6	5999	0.13	0.19	0.03	0.06	0.21	0.09	0.09	0.25	0.12	0.07	0.1	0.02	0.09	0.18	0.0	0.06	0.36	0.09	0.06	0.43	0.03	0.07	0.39	0.1
ENSG00000145388.15	5499	0.13	0.29	0.09	0.11	0.28	0.02	0.16	0.28	0.1	0.18	0.48	0.02	0.13	0.63	0.11	0.11	0.2	0.06	0.04	0.17	0.03	0.17	0.12	0.04
ENSG00000291118.1	4499	0.58	1.85	0.47	0.38	1.52	0.13	0.12	0.88	0.12	0.48	1.36	0.35	0.41	1.12	0.22	0.57	1.09	0.25	0.51	0.82	0.37	0.81	1.2	0.48
ENSG00000284820.1	7999	0.13	0.77	0.23	0.14	0.36	0.09	0.03	0.33	0.16	0.09	0.69	0.19	0.05	0.67	0.24	0.05	0.4	0.04	0.03	0.36	0.06	0.09	0.38	0.17
ENSG00000106560.11	6999	0.28	0.01	0.15	0.11	0.01	0.02	0.2	0.05	0.01	0.36	0.04	0.06	0.45	0.03	0.05	0.18	0.04	0.07	0.24	0.04	0.06	0.21	0.06	0.09
ENSG00000197646.8	11499	4.33	0.75	0.46	1.95	0.54	0.25	2.37	0.54	0.47	0.86	0.31	0.18	1.1	0.35	0.21	0.39	0.19	0.24	0.41	0.21	0.15	0.46	0.26	0.22
ENSG00000146278.11	5499	0.16	0.33	0.11	0.1	0.23	0.05	0.23	0.47	0.04	0.38	0.69	0.07	0.31	0.73	0.19	0.23	0.15	0.0	0.07	0.2	0.02	0.18	0.21	0.08
ENSG00000200379.1	5499	0.0	0.07	0.09	0.0	0.01	0.0	0.0	0.02	0.01	0.0	0.03	0.08	0.0	0.09	0.04	0.0	0.16	0.52	0.0	0.06	0.3	0.0	0.07	0.36
ENSG00000111364.16	8999	0.03	0.49	0.29	0.05	0.43	0.09	0.06	0.48	0.16	0.08	0.48	0.13	0.08	0.55	0.29	0.09	0.55	0.12	0.03	0.59	0.14	0.08	0.52	0.28
ENSG00000272758.7	5499	0.11	0.39	0.07	0.33	0.3	0.02	0.11	0.19	0.1	0.13	0.33	0.01	0.2	0.61	0.02	0.28	0.17	0.06	0.27	0.21	0.09	0.3	0.31	0.07
ENSG00000131941.8	4999	0.02	0.24	0.3	0.06	0.15	0.04	0.08	0.23	0.08	0.03	0.13	0.28	0.01	0.18	0.3	0.05	0.58	0.19	0.04	0.43	0.24	0.02	0.47	0.2
ENSG00000213741.11	3999	0.03	0.12	0.08	0.09	0.08	0.02	0.16	0.18	0.05	0.05	0.17	0.04	0.01	0.34	0.09	0.11	0.3	0.18	0.01	0.18	0.18	0.07	0.13	0.09
ENSG00000143322.22	18999	0.06	0.69	0.16	0.09	0.71	0.14	0.07	0.68	0.15	0.06	0.59	0.06	0.07	0.77	0.1	0.09	1.18	0.27	0.09	1.04	0.32	0.12	1.33	0.61
ENSG00000179523.7	4499	0.34	0.56	0.03	0.17	0.31	0.01	0.13	0.18	0.05	0.07	0.34	0.03	0.22	0.39	0.11	0.1	0.29	0.04	0.05	0.2	0.07	0.16	0.34	0.13
ENSG00000161654.10	9999	0.58	0.95	0.12	0.19	0.8	0.12	0.14	0.57	0.13	0.26	1.21	0.12	0.25	1.3	0.14	0.19	0.99	0.17	0.23	0.81	0.14	0.38	1.12	0.32
ENSG00000273542.2	22871	0.16	1.04	0.3	0.05	0.81	0.24	0.11	0.88	0.28	0.15	1.35	0.46	0.16	1.23	0.4	0.11	0.71	0.32	0.13	0.67	0.25	0.15	0.6	0.24
ENSG00000185127.7	6999	0.03	0.4	0.11	0.04	0.42	0.06	0.02	0.61	0.2	0.06	0.74	0.26	0.06	0.95	0.35	0.04	0.51	0.14	0.04	0.41	0.07	0.01	0.34	0.17
ENSG00000173653.8	13999	0.58	1.18	0.39	0.74	1.17	0.28	0.66	0.96	0.38	0.34	1.1	0.23	0.2	0.88	0.14	0.35	0.68	0.08	0.27	0.43	0.15	0.35	0.8	0.33
ENSG00000105486.15	11499	0.21	2.12	0.84	0.12	1.53	0.45	0.14	0.94	0.35	0.19	2.74	0.57	0.14	2.42	0.65	0.08	0.76	0.21	0.11	0.67	0.26	0.2	0.74	0.28
ENSG00000176681.15	3999	1.12	1.77	0.94	0.43	1.1	0.46	0.3	0.99	0.47	0.61	0.99	0.74	0.61	1.09	0.39	0.55	1.25	0.56	0.44	1.06	0.77	0.76	1.36	0.79
ENSG00000277728.1	7999	1.01	0.26	0.07	0.36	0.18	0.05	0.22	0.17	0.03	0.49	0.4	0.08	0.48	0.27	0.08	0.37	0.84	0.15	0.33	0.68	0.24	0.52	1.0	0.29
ENSG00000285601.1	10999	0.04	0.55	0.1	0.06	0.3	0.03	0.08	0.5	0.11	0.02	0.89	0.09	0.05	0.78	0.07	0.06	0.18	0.05	0.02	0.12	0.04	0.05	0.14	0.09
ENSG00000221983.8	4999	0.03	0.28	0.02	0.02	0.19	0.03	0.05	0.14	0.02	0.08	0.24	0.05	0.04	0.44	0.14	0.03	0.31	0.06	0.05	0.22	0.01	0.01	0.22	0.08
ENSG00000198851.10	9499	0.0	0.27	0.51	0.01	0.24	0.33	0.04	0.2	0.29	0.0	0.13	0.32	0.0	0.13	0.23	0.02	0.37	0.74	0.0	0.23	0.71	0.01	0.26	0.77
ENSG00000254588.1	7499	0.01	0.35	0.09	0.04	0.26	0.03	0.03	0.27	0.05	0.0	0.5	0.02	0.0	0.43	0.0	0.0	0.19	0.07	0.0	0.11	0.11	0.0	0.18	0.25
ENSG00000260615.1	3999	0.02	0.06	0.03	0.21	0.14	0.02	0.36	0.25	0.03	0.12	0.13	0.07	0.11	0.11	0.03	0.09	0.16	0.01	0.09	0.04	0.12	0.11	0.15	0.04
